ntab	code	nfocal	day	month	year	individual	group	length_focalsec	length_focalh
1	L66	66	3	7	2018	Adonara	B	1814	0.503888889
2	Ti77	77	18	7	2018	Adonara	B	1923	0.534166667
3	Ti95	95	29	8	2018	Adonara	B	1834	0.509444444
2	Ti107	107	18	9	2018	Adonara	B	1793	0.498055556
3	Ti235	235	5	11	2018	Adonara	B	1810	0.502777778
1	P1	1	30	5	2018	Colanta	J	1920	0.533333333
1	M2	2	8	5	2018	Bahrain	J	1815	0.504166667
1	P2	2	30	5	2018	Afganistan	J	1833	0.509166667
4	Ti182	182	30	10	2018	Adonara	B	1815	0.504166667
1	M3	3	8	5	2018	Colanta	J	1814	0.503888889
2	Ti85	85	19	7	2018	Adonara	B	1966	0.546111111
1	P3	3	30	5	2018	Kasachstan	J	1831	0.508611111
1	P4	4	30	5	2018	Mongolei	J	1807	0.501944444
1	L57	57	20	6	2018	Adonara	B	1981	0.550277778
1	M4	4	8	5	2018	Kuwait	J	1835	0.509722222
3	A66	66	27	9	2018	Adonara	B	1789	0.496944444
1	M5	5	8	5	2018	Taji	J	1817	0.504722222
1	M6	6	8	5	2018	Armenia	J	1806	0.501666667
1	M7	7	8	5	2018	Mayaguana	F	1853	0.514722222
1	Ta70	70	19	6	2018	Adonara	B	1831	0.508611111
2	Ta111	111	15	7	2018	Adonara	B	1824	0.506666667
1	M8	8	8	5	2018	Pinos	F	1819	0.505277778
4	Ti163	163	24	9	2018	Adonara	B	1802	0.500555556
1	Ta94	94	4	7	2018	Adonara	B	1810	0.502777778
2	Ta121	121	24	7	2018	Adonara	B	1802	0.500555556
3	J25	25	19	9	2018	Adonara	B	1807	0.501944444
1	Ta84	84	1	7	2018	Adonara	B	1831	0.508611111
2	Ta118	118	16	7	2018	Adonara	B	1822	0.506111111
3	J12	12	10	9	2018	Adonara	B	1794	0.498333333
1	M10	10	8	5	2018	Caicos	F	1823	0.506388889
1	P5	5	30	5	2018	Pakistan	J	1846	0.512777778
1	M11	11	9	5	2018	Paros	A	1810	0.502777778
1	M12	12	9	5	2018	Lefkada	A	1810	0.502777778
1	P6	6	30	5	2018	Syria	J	1849	0.513611111
3	A39	39	16	9	2018	Afganistan	J	1789	0.496944444
1	P7	7	30	5	2018	Latalata	B	1832	0.508888889
2	Ta163	163	17	8	2018	Afganistan	J	1816	0.504444444
1	M13	13	9	5	2018	Luzon	A	1829	0.508055556
1	M14	14	9	5	2018	Amorgos	A	1811	0.503055556
1	M15	15	9	5	2018	Isabella	A	1810	0.502777778
3	Ti118	118	19	9	2018	Afganistan	J	1796	0.498888889
1	P8	8	30	5	2018	Jaco	B	1831	0.508611111
1	L78	78	6	7	2018	Afganistan	J	1832	0.508888889
3	A23	23	11	9	2018	Afganistan	J	1770	0.491666667
1	M17	17	9	5	2018	Bora	B	1815	0.504166667
1	M18	18	9	5	2018	Rinca	B	1830	0.508333333
3	J54	54	13	9	2018	Afganistan	J	1823	0.506388889
4	Ti195	195	31	10	2018	Afganistan	J	1818	0.505
1	M20	20	9	5	2018	Oman	B	1808	0.502222222
3	Ti170	170	9	10	2018	Afganistan	J	1852	0.514444444
1	Ta17	17	12	5	2018	Afganistan	J	1840	0.511111111
1	M21	21	10	5	2018	Pinos	F	1809	0.5025
3	A49	49	18	9	2018	Afganistan	J	1796	0.498888889
1	Ta21	21	15	5	2018	Afganistan	J	1843	0.511944444
2	Ta79	79	29	6	2018	Afganistan	J	1809	0.5025
3	Ta173	173	23	8	2018	Afganistan	J	1840	0.511111111
1	P9	9	30	5	2018	Tilos	B	1834	0.509444444
1	Ta5	5	3	5	2018	Afganistan	J	1838	0.510555556
2	Ta52	52	2	6	2018	Afganistan	J	1828	0.507777778
3	A28	28	12	9	2018	Afganistan	J	1753	0.486944444
4	J46	46	25	9	2018	Afganistan	J	1815	0.504166667
1	P10	10	30	5	2018	Bora	B	1849	0.513611111
2	Ta100	100	11	7	2018	Afganistan	J	1802	0.500555556
3	Ti101	101	29	8	2018	Afganistan	J	1843	0.511944444
4	A71	71	28	9	2018	Afganistan	J	1803	0.500833333
1	M22	22	10	5	2018	Tortuga	F	1806	0.501666667
1	P11	11	31	5	2018	Thassos	A	1832	0.508888889
1	P12	12	31	5	2018	Luzon	A	1836	0.51
3	A53	53	19	9	2018	Aloha	B	1800	0.5
2	P13	13	31	5	2018	Isabella	A	1830	0.508333333
1	Ti36	36	18	5	2018	Aloha	B	1848	0.513333333
2	Ti78	78	18	7	2018	Aloha	B	1863	0.5175
3	Ti96	96	29	8	2018	Aloha	B	1933	0.536944444
1	Ti13	13	2	5	2018	Aloha	B	1912	0.531111111
3	Ti149	149	23	9	2018	Aloha	B	1764	0.49
1	L14	14	29	5	2018	Aloha	B	1844	0.512222222
2	L36	36	14	6	2018	Aloha	B	1818	0.505
1	M24	24	10	5	2018	Gozo	F	1823	0.506388889
4	Ti226	226	4	11	2018	Aloha	B	1812	0.503333333
3	Ti110	110	18	9	2018	Aloha	B	1789	0.496944444
1	P14	14	31	5	2018	Paros	A	1816	0.504444444
1	M27	27	10	5	2018	Mongolei	J	1816	0.504444444
2	P15	15	31	5	2018	Lefkada	A	1840	0.511111111
1	Ta30	30	21	5	2018	Aloha	B	1802	0.500555556
2	Ti42	42	12	6	2018	Aloha	B	1821	0.505833333
3	Ti91	91	28	8	2018	Aloha	B	1866	0.518333333
4	J48	48	26	9	2018	Aloha	B	1801	0.500277778
1	Ta71	71	19	6	2018	Aloha	B	1832	0.508888889
1	M28	28	10	5	2018	Kasachstan	J	1804	0.501111111
3	A8	8	3	9	2018	Aloha	B	1777	0.493611111
4	J37	37	22	9	2018	Aloha	B	1810	0.502777778
1	Ta45	45	31	5	2018	Aloha	B	1888	0.524444444
2	Ta103	103	12	7	2018	Aloha	B	1809	0.5025
1	P16	16	31	5	2018	Bonacca	F	1832	0.508888889
4	J6	6	7	9	2018	Aloha	B	1860	0.516666667
1	Ti10	10	1	5	2018	Aloha	B	1924	0.534444444
2	Ta85	85	1	7	2018	Aloha	B	1838	0.510555556
3	J19	19	12	9	2018	Aloha	B	1800	0.5
1	P17	17	31	5	2018	Mayaguana	F	1840	0.511111111
1	Ti65	65	20	6	2018	Amorgos	A	1773	0.4925
2	P18	18	31	5	2018	Caicos	F	1828	0.507777778
1	M29	29	10	5	2018	Syria	J	1839	0.510833333
1	Ti62	62	19	6	2018	Amorgos	A	1824	0.506666667
1	M31	31	11	5	2018	Tilos	B	1813	0.503611111
1	M32	32	11	5	2018	Jaco	B	1807	0.501944444
1	Ti21	21	3	5	2018	Armenia	J	1893	0.525833333
1	M33	33	11	5	2018	Oman	B	1808	0.502222222
3	Ti191	191	31	10	2018	Armenia	J	1816	0.504444444
2	P19	19	31	5	2018	Lucia	F	1851	0.514166667
1	M34	34	11	5	2018	Rinca	B	1807	0.501944444
3	A21	21	11	9	2018	Armenia	J	1843	0.511944444
1	L77	77	6	7	2018	Armenia	J	1822	0.506111111
1	M35	35	11	5	2018	Aloha	B	1816	0.504444444
1	P20	20	1	6	2018	Tortuga	F	1834	0.509444444
1	M36	36	11	5	2018	Bora	B	1830	0.508333333
1	M37	37	11	5	2018	Thassos	A	1821	0.505833333
1	P21	21	1	6	2018	Bonacca	F	1841	0.511388889
1	P22	22	1	6	2018	Lucia	F	1847	0.513055556
1	M38	38	11	5	2018	Luzon	A	1801	0.500277778
3	Ti169	169	9	10	2018	Armenia	J	1912	0.531111111
1	M39	39	11	5	2018	Amorgos	A	1823	0.506388889
2	Ti59	59	19	6	2018	Armenia	J	1816	0.504444444
1	P23	23	1	6	2018	Caicos	F	1842	0.511666667
4	A87	87	1	10	2018	Armenia	J	1800	0.5
1	Ta78	78	29	6	2018	Armenia	J	1863	0.5175
2	Ta97	97	11	7	2018	Armenia	J	1817	0.504722222
1	M41	41	12	5	2018	Cambodia	J	1816	0.504444444
1	Ta47	47	1	6	2018	Armenia	J	1822	0.506111111
2	Ti71	71	20	6	2018	Armenia	J	1846	0.512777778
1	M42	42	12	5	2018	Colanta	J	1811	0.503055556
4	J33	33	21	9	2018	Armenia	J	1811	0.503055556
1	Ta22	22	15	5	2018	Armenia	J	1889	0.524722222
2	Ta88	88	2	7	2018	Armenia	J	1842	0.511666667
3	Ta145	145	9	8	2018	Armenia	J	1898	0.527222222
4	A70	70	28	9	2018	Armenia	J	1799	0.499722222
1	Ta42	42	30	5	2018	Armenia	J	1811	0.503055556
2	Ta141	141	8	7	2018	Armenia	J	1826	0.507222222
1	P24	24	1	6	2018	Mayaguana	F	1836	0.51
4	J47	47	25	9	2018	Armenia	J	1813	0.503611111
1	M43	43	12	5	2018	Kuwait	J	1885	0.523611111
1	M47	47	12	5	2018	Tortuga	F	1824	0.506666667
1	P25	25	1	6	2018	Pinos	F	1831	0.508611111
1	P26	26	1	6	2018	Lefkada	A	1824	0.506666667
1	M48	48	12	5	2018	Caicos	F	1809	0.5025
3	A22	22	11	9	2018	Bahrain	J	1779	0.494166667
1	P27	27	1	6	2018	Paros	A	1827	0.5075
1	M51	51	13	5	2018	Latalata	B	1808	0.502222222
1	Ti58	58	19	6	2018	Bahrain	J	1839	0.510833333
1	P28	28	1	6	2018	Thassos	A	1826	0.507222222
1	Ti40bis	40bis	12	6	2018	Bahrain	J	1828	0.507777778
2	Ta117	117	16	7	2018	Bahrain	J	1881	0.5225
3	Ti162	162	24	9	2018	Bahrain	J	1893	0.525833333
1	Ta39	39	30	5	2018	Bahrain	J	1833	0.509166667
1	P29	29	1	6	2018	Isabella	A	1831	0.508611111
1	Ti18	18	2	5	2018	Bahrain	J	1937	0.538055556
2	Ta51	51	2	6	2018	Bahrain	J	1815	0.504166667
3	Ta144	144	9	8	2018	Bahrain	J	1875	0.520833333
4	A69	69	28	9	2018	Bahrain	J	1796	0.498888889
1	Ta65	65	15	6	2018	Bahrain	J	1825	0.506944444
2	Ta99	99	11	7	2018	Bahrain	J	1822	0.506111111
1	P30	30	2	6	2018	Kasachstan	J	1829	0.508055556
4	Ti242	242	5	11	2018	Bahrain	J	1807	0.501944444
1	Ta89	89	2	7	2018	Bahrain	J	1806	0.501666667
2	Ta139	139	31	7	2018	Bahrain	J	1805	0.501388889
3	J35	35	21	9	2018	Bahrain	J	1817	0.504722222
1	P31	31	2	6	2018	Armenia	J	1839	0.510833333
1	P32	32	2	6	2018	Mongolei	J	1792	0.497777778
3	Ti147	147	23	9	2018	Bangladesh	B	1818	0.505
1	Ti12	12	2	5	2018	Bangladesh	B	1907	0.529722222
1	M55	55	13	5	2018	Tilos	B	1809	0.5025
1	M56	56	13	5	2018	Buru	B	1828	0.507777778
1	M57	57	14	5	2018	Syria	J	1811	0.503055556
1	L56	56	20	6	2018	Bangladesh	B	1834	0.509444444
1	M58	58	14	5	2018	Kuwait	J	1908	0.53
3	A16	16	6	9	2018	Bangladesh	B	1796	0.498888889
1	L10	10	24	5	2018	Bangladesh	B	1826	0.507222222
1	M59	59	14	5	2018	Cambodia	J	1818	0.505
1	P33	33	2	6	2018	Pakistan	J	1846	0.512777778
4	Ti183	183	30	10	2018	Bangladesh	B	1816	0.504444444
1	L15	15	29	5	2018	Bangladesh	B	1814	0.503888889
2	Ti81	81	18	7	2018	Bangladesh	B	1842	0.511666667
4	Ti227	227	4	11	2018	Bangladesh	B	1858	0.516111111
1	M60	60	14	5	2018	Armenia	J	1810	0.502777778
2	A67	67	27	9	2018	Bangladesh	B	1791	0.4975
2	P35	35	2	6	2018	Bora	B	1836	0.51
1	Ti31	31	17	5	2018	Bangladesh	B	1808	0.502222222
1	P36	36	2	6	2018	Buru	B	1833	0.509166667
1	Ti52	52	13	6	2018	Bangladesh	B	1818	0.505
1	M62	62	14	5	2018	Colanta	J	1812	0.503333333
1	P37	37	2	6	2018	Bangladesh	B	1851	0.514166667
1	M63	63	14	5	2018	Gozo	F	1802	0.500555556
4	Ti129	129	20	9	2018	Bangladesh	B	1817	0.504722222
1	P38	38	2	6	2018	Latalata	B	1833	0.509166667
1	P39	39	3	6	2018	Bangladesh	B	1858	0.516111111
3	A9	9	3	9	2018	Bangladesh	B	1790	0.497222222
4	J2	2	5	9	2018	Bangladesh	B	1803	0.500833333
5	J26	26	19	9	2018	Bangladesh	B	1810	0.502777778
1	Ti30	30	3	5	2018	Bangladesh	B	1930	0.536111111
2	Ta96	96	4	7	2018	Bangladesh	B	1806	0.501666667
3	Ta169	169	22	8	2018	Bangladesh	B	1823	0.506388889
4	J13	13	10	9	2018	Bangladesh	B	1806	0.501666667
1	L70	70	4	7	2018	Bonacca	F	1819	0.505277778
1	P40	40	3	6	2018	Rinca	B	1839	0.510833333
3	A1	1	3	9	2018	Bonacca	F	1801	0.500277778
1	P41	41	3	6	2018	Adonara	B	1848	0.513333333
1	M64	64	14	5	2018	Lucia	F	1806	0.501666667
1	P42	42	3	6	2018	Oman	B	1844	0.512222222
1	P43	43	3	6	2018	Jaco	B	1839	0.510833333
1	L31	31	12	6	2018	Bonacca	F	1803	0.500833333
1	P44	44	3	6	2018	Aloha	B	1854	0.515
3	A74	74	29	9	2018	Bonacca	F	1796	0.498888889
1	P45	45	3	6	2018	Pinos	F	1830	0.508333333
2	P46	46	3	6	2018	Lucia	F	1833	0.509166667
3	Ta170	170	23	8	2018	Bonacca	F	1805	0.501388889
1	L42	42	15	6	2018	Bonacca	F	1847	0.513055556
1	M65	65	14	5	2018	Mayaguana	F	1828	0.507777778
1	M66	66	14	5	2018	Tortuga	F	1839	0.510833333
4	Ti145	145	22	9	2018	Bonacca	F	1821	0.505833333
1	M67	67	15	5	2018	Mayaguana	F	1809	0.5025
1	M68	68	15	5	2018	Caicos	F	1807	0.501944444
1	M69	69	15	5	2018	Gozo	F	1803	0.500833333
1	P47	47	3	6	2018	Bonacca	F	1827	0.5075
1	M70	70	15	5	2018	Pinos	F	1820	0.505555556
3	Ta147	147	11	8	2018	Bonacca	F	1868	0.518888889
1	P48	48	3	6	2018	Gozo	F	1838	0.510555556
1	Ta11	11	9	5	2018	Bonacca	F	1800	0.5
2	Ta105	105	13	7	2018	Bonacca	F	1824	0.506666667
3	Ta154	154	14	8	2018	Bonacca	F	1822	0.506111111
4	Ti138	138	21	9	2018	Bonacca	F	1813	0.503611111
1	P49	49	4	6	2018	Aloha	B	1823	0.506388889
2	Ta134	134	27	7	2018	Bonacca	F	1838	0.510555556
3	A61	61	20	9	2018	Bonacca	F	1792	0.497777778
1	P50	50	4	6	2018	Latalata	B	1836	0.51
1	P51	51	4	6	2018	Buru	B	1806	0.501666667
1	P52	52	4	6	2018	Tilos	B	1842	0.511666667
3	A14	14	5	9	2018	Bonacca	F	1807	0.501944444
4	A96	96	4	10	2018	Bonacca	F	1797	0.499166667
1	M71	71	15	5	2018	Lucia	F	1818	0.505
1	Ti35	35	18	5	2018	Bora	B	1783	0.495277778
1	M72	72	15	5	2018	Bonacca	F	1816	0.504444444
1	P53	53	4	6	2018	Rinca	B	1862	0.517222222
1	L26	26	6	6	2018	Bora	B	2000	0.555555556
1	M73	73	15	5	2018	Tilos	B	1812	0.503333333
1	P54	54	4	6	2018	Oman	B	1865	0.518055556
4	Ti224	224	4	11	2018	Bora	B	1804	0.501111111
1	L35	35	14	6	2018	Bora	B	1806	0.501666667
1	M74	74	15	5	2018	Bora	B	1807	0.501944444
1	P55	55	4	6	2018	Kasachstan	J	1845	0.5125
1	Ti14	14	2	5	2018	Bora	B	1947	0.540833333
2	Ti80	80	18	7	2018	Bora	B	1859	0.516388889
1	M75	75	15	5	2018	Rinca	B	1811	0.503055556
1	L11	11	24	5	2018	Bora	B	1796	0.498888889
1	M77	77	16	5	2018	Bahrain	J	1813	0.503611111
4	Ti238	238	5	11	2018	Bora	B	1804	0.501111111
1	M78	78	16	5	2018	Pakistan	J	1808	0.502222222
2	P56	56	4	6	2018	Colanta	J	1830	0.508333333
1	M79	79	16	5	2018	Taji	J	1809	0.5025
1	P57	57	4	6	2018	Mongolei	J	1853	0.514722222
3	A7	7	3	9	2018	Bora	B	1808	0.502222222
1	M80	80	16	5	2018	Syria	J	1812	0.503333333
2	Ta102	102	12	7	2018	Bora	B	1812	0.503333333
3	J17	17	12	9	2018	Bora	B	1827	0.5075
2	P58	58	4	6	2018	Syria	J	1856	0.515555556
1	Ta32	32	21	5	2018	Bora	B	1845	0.5125
2	Ti44	44	12	6	2018	Bora	B	1831	0.508611111
3	Ta168	168	22	8	2018	Bora	B	1809	0.5025
1	M81	81	16	5	2018	Afganistan	J	1810	0.502777778
2	P59	59	5	6	2018	Mayaguana	F	1838	0.510555556
2	P60	60	5	6	2018	Tortuga	F	1835	0.509722222
3	Ta152	152	13	8	2018	Bora	B	1868	0.518888889
4	J27	27	19	9	2018	Bora	B	1828	0.507777778
1	L12	12	29	5	2018	Buru	B	1847	0.513055556
1	M83	83	16	5	2018	Paros	A	1808	0.502222222
4	Ti234	234	5	11	2018	Buru	B	1822	0.506111111
1	L55	55	20	6	2018	Buru	B	1805	0.501388889
1	M84	84	16	5	2018	Amorgos	A	1814	0.503888889
3	A54	54	19	9	2018	Buru	B	1813	0.503611111
4	Ti181	181	30	10	2018	Buru	B	1814	0.503888889
2	P61	61	5	6	2018	Gozo	F	1849	0.513611111
1	P62	62	5	6	2018	Bonacca	F	1835	0.509722222
3	Ti225	225	4	11	2018	Buru	B	1806	0.501666667
1	L27	27	6	6	2018	Buru	B	1884	0.523333333
3	A17	17	6	9	2018	Buru	B	1752	0.486666667
1	Ti39	39	18	5	2018	Buru	B	1871	0.519722222
1	P63	63	6	6	2018	Lucia	F	1832	0.508888889
1	P64	64	6	6	2018	Pinos	F	1827	0.5075
1	M86	86	17	5	2018	Luzon	A	1822	0.506111111
3	Ti152	152	23	9	2018	Buru	B	1821	0.505833333
1	Ti7	7	1	5	2018	Buru	B	1860	0.516666667
1	M88	88	17	5	2018	Paros	A	1822	0.506111111
1	P65	65	6	6	2018	Mayaguana	F	1846	0.512777778
1	P66	66	6	6	2018	Bonacca	F	1836	0.51
3	Ti92	92	28	8	2018	Buru	B	1870	0.519444444
2	M90	90	4	7	2018	Luzon	A	1821	0.505833333
1	Ti53	53	13	6	2018	Buru	B	1849	0.513611111
2	Ta122	122	24	7	2018	Buru	B	1849	0.513611111
2	M91	91	4	7	2018	Lefkada	A	1822	0.506111111
4	Ti165	165	24	9	2018	Buru	B	1819	0.505277778
1	Ti34	34	17	5	2018	Buru	B	1762	0.489444444
1	P67	67	6	6	2018	Caicos	F	1846	0.512777778
3	Ti131	131	20	9	2018	Buru	B	1765	0.490277778
